title;authors;summary;categories;year;keywords
Flowstorm: Open-Source Platform with Hybrid Dialogue Architecture;[arxiv.Result.Author('Jan Pichl'), arxiv.Result.Author('Petr Marek'), arxiv.Result.Author('Jakub Konrád'), arxiv.Result.Author('Petr Lorenc'), arxiv.Result.Author('Ondřej Kobza'), arxiv.Result.Author('Tomáš Zajíček'), arxiv.Result.Author('Jan Šedivý')];"This paper presents a conversational AI platform called Flowstorm. Flowstorm
is an open-source SaaS project suitable for creating, running, and analyzing
conversational applications. Thanks to the fast and fully automated build
process, the dialogues created within the platform can be executed in seconds.
Furthermore, we propose a novel dialogue architecture that uses a combination
of tree structures with generative models. The tree structures are also used
for training NLU models suitable for specific dialogue scenarios. However, the
generative models are globally used across applications and extend the
functionality of the dialogue trees. Moreover, the platform functionality
benefits from out-of-the-box components, such as the one responsible for
extracting data from utterances or working with crawled data. Additionally, it
can be extended using a custom code directly in the platform. One of the
essential features of the platform is the possibility to reuse the created
assets across applications. There is a library of prepared assets where each
developer can contribute. All of the features are available through a
user-friendly visual editor.";['cs.AI'];2022;[(1.0, 'working'), (1.0, 'utterances'), (1.0, 'uses'), (1.0, 'user'), (4.0, 'tree structures')]
AWTE-BERT:Attending to Wordpiece Tokenization Explicitly on BERT for Joint Intent Classification and SlotFilling;[arxiv.Result.Author('Yu Guo'), arxiv.Result.Author('Zhilong Xie'), arxiv.Result.Author('Xingyan Chen'), arxiv.Result.Author('Leilei Wang'), arxiv.Result.Author('Yu Zhao'), arxiv.Result.Author('Gang Wu')];"Intent classification and slot filling are two core tasks in natural language
understanding (NLU). The interaction nature of the two tasks makes the joint
models often outperform the single designs. One of the promising solutions,
called BERT (Bidirectional Encoder Representations from Transformers), achieves
the joint optimization of the two tasks. BERT adopts the wordpiece to tokenize
each input token into multiple sub-tokens, which causes a mismatch between the
tokens and the labels lengths. Previous methods utilize the hidden states
corresponding to the first sub-token as input to the classifier, which limits
performance improvement since some hidden semantic informations is discarded in
the fine-tune process. To address this issue, we propose a novel joint model
based on BERT, which explicitly models the multiple sub-tokens features after
wordpiece tokenization, thereby generating the context features that contribute
to slot filling. Specifically, we encode the hidden states corresponding to
multiple sub-tokens into a context vector via the attention mechanism. Then, we
feed each context vector into the slot filling encoder, which preserves the
integrity of the sentence. Experimental results demonstrate that our proposed
model achieves significant improvement on intent classification accuracy, slot
filling F1, and sentence-level semantic frame accuracy on two public benchmark
datasets. The F1 score of the slot filling in particular has been improved from
96.1 to 98.2 (2.1% absolute) on the ATIS dataset.";['cs.CL', 'cs.AI'];2022;[(3.5, 'wordpiece tokenization'), (1.5, 'wordpiece'), (8.666666666666666, 'two tasks makes'), (5.666666666666666, 'two tasks'), (15.0, 'two public benchmark datasets')]
PLUE: Language Understanding Evaluation Benchmark for Privacy Policies in English;[arxiv.Result.Author('Jianfeng Chi'), arxiv.Result.Author('Wasi Uddin Ahmad'), arxiv.Result.Author('Yuan Tian'), arxiv.Result.Author('Kai-Wei Chang')];"Privacy policies provide individuals with information about their rights and
how their personal information is handled. Natural language understanding (NLU)
technologies can support individuals and practitioners to understand better
privacy practices described in lengthy and complex documents. However, existing
efforts that use NLU technologies are limited by processing the language in a
way exclusive to a single task focusing on certain privacy practices. To this
end, we introduce the Privacy Policy Language Understanding Evaluation (PLUE)
benchmark, a multi-task benchmark for evaluating the privacy policy language
understanding across various tasks. We also collect a large corpus of privacy
policies to enable privacy policy domain-specific language model pre-training.
We demonstrate that domain-specific pre-training offers performance
improvements across all tasks. We release the benchmark to encourage future
research in this domain.";['cs.CL'];2022;[(4.0, 'way exclusive'), (7.0, 'use nlu technologies'), (23.285714285714285, 'understand better privacy practices described'), (24.0, 'training offers performance improvements across'), (3.0, 'training')]
MULTI3NLU++: A Multilingual, Multi-Intent, Multi-Domain Dataset for Natural Language Understanding in Task-Oriented Dialogue;[arxiv.Result.Author('Nikita Moghe'), arxiv.Result.Author('Evgeniia Razumovskaia'), arxiv.Result.Author('Liane Guillou'), arxiv.Result.Author('Ivan Vulić'), arxiv.Result.Author('Anna Korhonen'), arxiv.Result.Author('Alexandra Birch')];"Task-oriented dialogue (TOD) systems have been applied in a range of domains
to support human users to achieve specific goals. Systems are typically
constructed for a single domain or language and do not generalise well beyond
this. Their extension to other languages in particular is restricted by the
lack of available training data for many of the world's languages. To support
work on Natural Language Understanding (NLU) in TOD across multiple languages
and domains simultaneously, we constructed MULTI3NLU++, a multilingual,
multi-intent, multi-domain dataset. MULTI3NLU++ extends the English-only NLU++
dataset to include manual translations into a range of high, medium and low
resource languages (Spanish, Marathi, Turkish and Amharic), in two domains
(banking and hotels). MULTI3NLU++ inherits the multi-intent property of NLU++,
where an utterance may be labelled with multiple intents, providing a more
realistic representation of a user's goals and aligning with the more complex
tasks that commercial systems aim to model. We use MULTI3NLU++ to benchmark
state-of-the-art multilingual language models as well as Machine Translation
and Question Answering systems for the NLU task of intent detection for TOD
systems in the multilingual setting. The results demonstrate the challenging
nature of the dataset, particularly in the low-resource language setting.";['cs.CL'];2022;[(1.0, 'world'), (2.0, 'well'), (4.0, 'utterance may'), (1.0, 'user'), (9.0, 'use multi3nlu ++')]
Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions;[arxiv.Result.Author('Harsh Trivedi'), arxiv.Result.Author('Niranjan Balasubramanian'), arxiv.Result.Author('Tushar Khot'), arxiv.Result.Author('Ashish Sabharwal')];"Recent work has shown that large language models are capable of generating
natural language reasoning steps or Chains-of-Thoughts (CoT) to answer a
multi-step question when prompted to do so. This is insufficient, however, when
the necessary knowledge is not available or up-to-date within a model's
parameters. A straightforward approach to address this is to retrieve text from
an external knowledge source using the question as a query and prepend it as
context to the model's input. This, however, is also insufficient for
multi-step QA where \textit{what to retrieve} depends on \textit{what has
already been derived}. To address this issue we propose IRCoT, a new approach
that interleaves retrieval with CoT for multi-step QA, guiding the retrieval
with CoT and in turn using retrieved results to improve CoT. Our experiments
with GPT3 show substantial improvements in retrieval (up to 22 points) and
downstream QA (up to 16 points) over the baselines on four datasets: HotpotQA,
2WikiMultihopQA, MuSiQue, and IIRC. Notably, our method also works well for
much smaller models such as T5-Flan-large (0.7B) without any additional
training.";['cs.CL'];2022;[(1.0, 'without'), (16.0, 'turn using retrieved results'), (1.0, 'thoughts'), (1.0, 'textit'), (1.0, 'textit')]
Self-Instruct: Aligning Language Model with Self Generated Instructions;[arxiv.Result.Author('Yizhong Wang'), arxiv.Result.Author('Yeganeh Kordi'), arxiv.Result.Author('Swaroop Mishra'), arxiv.Result.Author('Alisa Liu'), arxiv.Result.Author('Noah A. Smith'), arxiv.Result.Author('Daniel Khashabi'), arxiv.Result.Author('Hannaneh Hajishirzi')];"Large ""instruction-tuned"" language models (finetuned to respond to
instructions) have demonstrated a remarkable ability to generalize zero-shot to
new tasks. Nevertheless, they depend heavily on human-written instruction data
that is limited in quantity, diversity, and creativity, therefore hindering the
generality of the tuned model. We introduce Self-Instruct, a framework for
improving the instruction-following capabilities of pretrained language models
by bootstrapping off its own generations. Our pipeline generates instruction,
input, and output samples from a language model, then prunes them before using
them to finetune the original model. Applying our method to vanilla GPT3, we
demonstrate a 33% absolute improvement over the original model on
Super-NaturalInstructions, on par with the performance of InstructGPT_001,
which is trained with private user data and human annotations. For further
evaluation, we curate a set of expert-written instructions for novel tasks, and
show through human evaluation that tuning GPT3 with Self-Instruct outperforms
using existing public instruction datasets by a large margin, leaving only a 5%
absolute gap behind InstructGPT_001. Self-Instruct provides an almost
annotation-free method for aligning pre-trained language models with
instructions, and we release our large synthetic dataset to facilitate future
studies on instruction tuning.";['cs.CL', 'cs.AI'];2022;[(3.833333333333333, 'written instructions'), (8.333333333333334, 'written instruction data'), (4.0, 'vanilla gpt3'), (4.0, 'using'), (4.0, 'tuning gpt3')]
Spoken Language Understanding for Conversational AI: Recent Advances and Future Direction;[arxiv.Result.Author('Soyeon Caren Han'), arxiv.Result.Author('Siqu Long'), arxiv.Result.Author('Henry Weld'), arxiv.Result.Author('Josiah Poon')];"When a human communicates with a machine using natural language on the web
and online, how can it understand the human's intention and semantic context of
their talk? This is an important AI task as it enables the machine to construct
a sensible answer or perform a useful action for the human. Meaning is
represented at the sentence level, identification of which is known as intent
detection, and at the word level, a labelling task called slot filling. This
dual-level joint task requires innovative thinking about natural language and
deep learning network design, and as a result, many approaches and models have
been proposed and applied.
  This tutorial will discuss how the joint task is set up and introduce Spoken
Language Understanding/Natural Language Understanding (SLU/NLU) with Deep
Learning techniques. We will cover the datasets, experiments and metrics used
in the field. We will describe how the machine uses the latest NLP and Deep
Learning techniques to address the joint task, including recurrent and
attention-based Transformer networks and pre-trained models (e.g. BERT). We
will then look in detail at a network that allows the two levels of the task,
intent classification and slot filling, to interact to boost performance
explicitly. We will do a code demonstration of a Python notebook for this model
and attendees will have an opportunity to watch coding demo tasks on this joint
NLU to further their understanding.";['cs.CL', 'cs.AI'];2022;[(5.333333333333334, 'word level'), (1.0, 'web'), (16.0, 'watch coding demo tasks'), (4.0, 'useful action'), (2.6666666666666665, 'understanding')]
CORRPUS: Detecting Story Inconsistencies via Codex-Bootstrapped Neurosymbolic Reasoning;[arxiv.Result.Author('Yijiang River Dong'), arxiv.Result.Author('Lara J. Martin'), arxiv.Result.Author('Chris Callison-Burch')];"Story generation and understanding -- as with all NLG/NLU tasks -- has seen a
surge in neurosymbolic work. Researchers have recognized that, while large
language models (LLMs) have tremendous utility, they can be augmented with
symbolic means to be even better and to make up for any flaws that the neural
networks might have. However, symbolic methods are extremely costly in terms of
the amount of time and expertise needed to create them. In this work, we
capitalize on state-of-the-art Code-LLMs, such as Codex, to bootstrap the use
of symbolic methods for tracking the state of stories and aiding in story
understanding. We show that our CoRRPUS system and abstracted prompting
procedures can beat current state-of-the-art structured LLM techniques on
pre-existing story understanding tasks (bAbI task 2 and Re^3) with minimal hand
engineering. We hope that this work can help highlight the importance of
symbolic representations and specialized prompting for LLMs as these models
require some guidance for performing reasoning tasks properly.";['cs.CL'];2022;[(1.3333333333333333, 'work'), (1.3333333333333333, 'work'), (1.0, 'use'), (5.166666666666666, 'understanding --'), (4.0, 'tremendous utility')]
ORCA: A Challenging Benchmark for Arabic Language Understanding;[arxiv.Result.Author('AbdelRahim Elmadany'), arxiv.Result.Author('El Moatez Billah Nagoudi'), arxiv.Result.Author('Muhammad Abdul-Mageed')];"Due to their crucial role in all NLP, several benchmarks have been proposed
to evaluate pretrained language models. In spite of these efforts, no public
benchmark of diverse nature currently exists for evaluation of Arabic. This
makes it challenging to measure progress for both Arabic and multilingual
language models. This challenge is compounded by the fact that any benchmark
targeting Arabic needs to take into account the fact that Arabic is not a
single language but rather a collection of languages and varieties. In this
work, we introduce ORCA, a publicly available benchmark for Arabic language
understanding evaluation. ORCA is carefully constructed to cover diverse Arabic
varieties and a wide range of challenging Arabic understanding tasks exploiting
60 different datasets across seven NLU task clusters. To measure current
progress in Arabic NLU, we use ORCA to offer a comprehensive comparison between
18 multilingual and Arabic language models. We also provide a public
leaderboard with a unified single-number evaluation metric (ORCA score) to
facilitate future research.";['cs.CL', 'cs.AI'];2022;[(1.0, 'work'), (4.0, 'wide range'), (2.5, 'varieties'), (3.75, 'use orca'), (4.0, 'unified single')]
Language models are better than humans at next-token prediction;[arxiv.Result.Author('Buck Shlegeris'), arxiv.Result.Author('Fabien Roger'), arxiv.Result.Author('Lawrence Chan'), arxiv.Result.Author('Euan McLean')];"Current language models are considered to have sub-human capabilities at
natural language tasks like question-answering or writing code. However,
language models are not trained to perform well at these tasks, they are
trained to accurately predict the next token given previous tokes in tokenized
text. It is not clear whether language models are better or worse than humans
at next token prediction. To try to answer this question, we performed two
distinct experiments to directly compare humans and language models on this
front: one measuring top-1 accuracy and the other measuring perplexity. In both
experiments, we find humans to be consistently \emph{worse} than even
relatively small language models like GPT3-Ada at next-token prediction.";['cs.CL', 'cs.AI', 'cs.LG'];2022;[(4.0, 'writing code'), (1.0, 'worse'), (1.0, 'worse'), (1.0, 'try'), (1.0, 'trained')]
Natural Language Interfaces to Data;[arxiv.Result.Author('Abdul Quamar'), arxiv.Result.Author('Vasilis Efthymiou'), arxiv.Result.Author('Chuan Lei'), arxiv.Result.Author('Fatma Özcan')];"Recent advances in NLU and NLP have resulted in renewed interest in natural
language interfaces to data, which provide an easy mechanism for non-technical
users to access and query the data. While early systems evolved from keyword
search and focused on simple factual queries, the complexity of both the input
sentences as well as the generated SQL queries has evolved over time. More
recently, there has also been a lot of focus on using conversational interfaces
for data analytics, empowering a line of non-technical users with quick
insights into the data. There are three main challenges in natural language
querying (NLQ): (1) identifying the entities involved in the user utterance,
(2) connecting the different entities in a meaningful way over the underlying
data source to interpret user intents, and (3) generating a structured query in
the form of SQL or SPARQL.
  There are two main approaches for interpreting a user's NLQ. Rule-based
systems make use of semantic indices, ontologies, and KGs to identify the
entities in the query, understand the intended relationships between those
entities, and utilize grammars to generate the target queries. With the
advances in deep learning (DL)-based language models, there have been many
text-to-SQL approaches that try to interpret the query holistically using DL
models. Hybrid approaches that utilize both rule-based techniques as well as DL
models are also emerging by combining the strengths of both approaches.
Conversational interfaces are the next natural step to one-shot NLQ by
exploiting query context between multiple turns of conversation for
disambiguation. In this article, we review the background technologies that are
used in natural language interfaces, and survey the different approaches to
NLQ. We also describe conversational interfaces for data analytics and discuss
several benchmarks used for NLQ research and evaluation.";['cs.DB'];2022;[(1.0, 'well'), (1.0, 'well'), (3.5, 'utilize grammars'), (1.5, 'utilize'), (10.0, 'using conversational interfaces')]
Zero-Shot Learning for Joint Intent and Slot Labeling;[arxiv.Result.Author('Rashmi Gangadharaiah'), arxiv.Result.Author('Balakrishnan Narayanaswamy')];"It is expensive and difficult to obtain the large number of sentence-level
intent and token-level slot label annotations required to train neural network
(NN)-based Natural Language Understanding (NLU) components of task-oriented
dialog systems, especially for the many real world tasks that have a large and
growing number of intents and slot types. While zero shot learning approaches
that require no labeled examples -- only features and auxiliary information --
have been proposed only for slot labeling, we show that one can profitably
perform joint zero-shot intent classification and slot labeling. We demonstrate
the value of capturing dependencies between intents and slots, and between
different slots in an utterance in the zero shot setting. We describe NN
architectures that translate between word and sentence embedding spaces, and
demonstrate that these modifications are required to enable zero shot learning
for this task. We show a substantial improvement over strong baselines and
explain the intuition behind each architectural modification through
visualizations and ablation studies.";['cs.CL', 'cs.AI'];2022;[(10.25, 'zero shot setting'), (15.25, 'zero shot learning approaches'), (1.0, 'word'), (1.0, 'visualizations'), (1.0, 'value')]
Monte Carlo Tree Search Algorithms for Risk-Aware and Multi-Objective Reinforcement Learning;[arxiv.Result.Author('Conor F. Hayes'), arxiv.Result.Author('Mathieu Reymond'), arxiv.Result.Author('Diederik M. Roijers'), arxiv.Result.Author('Enda Howley'), arxiv.Result.Author('Patrick Mannion')];"In many risk-aware and multi-objective reinforcement learning settings, the
utility of the user is derived from a single execution of a policy. In these
settings, making decisions based on the average future returns is not suitable.
For example, in a medical setting a patient may only have one opportunity to
treat their illness. Making decisions using just the expected future returns --
known in reinforcement learning as the value -- cannot account for the
potential range of adverse or positive outcomes a decision may have. Therefore,
we should use the distribution over expected future returns differently to
represent the critical information that the agent requires at decision time by
taking both the future and accrued returns into consideration. In this paper,
we propose two novel Monte Carlo tree search algorithms. Firstly, we present a
Monte Carlo tree search algorithm that can compute policies for nonlinear
utility functions (NLU-MCTS) by optimising the utility of the different
possible returns attainable from individual policy executions, resulting in
good policies for both risk-aware and multi-objective settings. Secondly, we
propose a distributional Monte Carlo tree search algorithm (DMCTS) which
extends NLU-MCTS. DMCTS computes an approximate posterior distribution over the
utility of the returns, and utilises Thompson sampling during planning to
compute policies in risk-aware and multi-objective settings. Both algorithms
outperform the state-of-the-art in multi-objective reinforcement learning for
the expected utility of the returns.";['cs.AI', 'cs.LG'];2022;[(16.5, 'value -- cannot account'), (1.6, 'utility'), (1.6, 'utility'), (1.6, 'utility'), (9.0, 'utilises thompson sampling')]
TAPE: Assessing Few-shot Russian Language Understanding;[arxiv.Result.Author('Ekaterina Taktasheva'), arxiv.Result.Author('Tatiana Shavrina'), arxiv.Result.Author('Alena Fenogenova'), arxiv.Result.Author('Denis Shevelev'), arxiv.Result.Author('Nadezhda Katricheva'), arxiv.Result.Author('Maria Tikhonova'), arxiv.Result.Author('Albina Akhmetgareeva'), arxiv.Result.Author('Oleg Zinkevich'), arxiv.Result.Author('Anastasiia Bashmakova'), arxiv.Result.Author('Svetlana Iordanskaia'), arxiv.Result.Author('Alena Spiridonova'), arxiv.Result.Author('Valentina Kurenshchikova'), arxiv.Result.Author('Ekaterina Artemova'), arxiv.Result.Author('Vladislav Mikhailov')];"Recent advances in zero-shot and few-shot learning have shown promise for a
scope of research and practical purposes. However, this fast-growing area lacks
standardized evaluation suites for non-English languages, hindering progress
outside the Anglo-centric paradigm. To address this line of research, we
propose TAPE (Text Attack and Perturbation Evaluation), a novel benchmark that
includes six more complex NLU tasks for Russian, covering multi-hop reasoning,
ethical concepts, logic and commonsense knowledge. The TAPE's design focuses on
systematic zero-shot and few-shot NLU evaluation: (i) linguistic-oriented
adversarial attacks and perturbations for analyzing robustness, and (ii)
subpopulations for nuanced interpretation. The detailed analysis of testing the
autoregressive baselines indicates that simple spelling-based perturbations
affect the performance the most, while paraphrasing the input has a more
negligible effect. At the same time, the results demonstrate a significant gap
between the neural and human baselines for most tasks. We publicly release TAPE
(tape-benchmark.com) to foster research on robust LMs that can generalize to
new tasks when little to no supervision is available.";['cs.CL'];2022;[(1.5, 'zero'), (1.0, 'time'), (4.0, 'text attack'), (1.0, 'testing'), (2.0, 'tasks')]
AdaMix: Mixture-of-Adaptations for Parameter-efficient Model Tuning;[arxiv.Result.Author('Yaqing Wang'), arxiv.Result.Author('Sahaj Agarwal'), arxiv.Result.Author('Subhabrata Mukherjee'), arxiv.Result.Author('Xiaodong Liu'), arxiv.Result.Author('Jing Gao'), arxiv.Result.Author('Ahmed Hassan Awadallah'), arxiv.Result.Author('Jianfeng Gao')];"Standard fine-tuning of large pre-trained language models (PLMs) for
downstream tasks requires updating hundreds of millions to billions of
parameters, and storing a large copy of the PLM weights for every task
resulting in increased cost for storing, sharing and serving the models. To
address this, parameter-efficient fine-tuning (PEFT) techniques were introduced
where small trainable components are injected in the PLM and updated during
fine-tuning. We propose AdaMix as a general PEFT method that tunes a mixture of
adaptation modules -- given the underlying PEFT method of choice -- introduced
in each Transformer layer while keeping most of the PLM weights frozen. For
instance, AdaMix can leverage a mixture of adapters like Houlsby or a mixture
of low rank decomposition matrices like LoRA to improve downstream task
performance over the corresponding PEFT methods for fully supervised and
few-shot NLU and NLG tasks. Further, we design AdaMix such that it matches the
same computational cost and the number of tunable parameters as the underlying
PEFT method. By only tuning 0.1-0.2% of PLM parameters, we show that AdaMix
outperforms SOTA parameter-efficient fine-tuning and full model fine-tuning for
both NLU and NLG tasks.";['cs.CL', 'cs.AI', 'cs.LG'];2022;[(1.0, 'updated'), (8.6, 'underlying peft method'), (8.6, 'underlying peft method'), (2.666666666666667, 'tuning 0'), (1.1666666666666667, 'tuning')]
FCM: Forgetful Causal Masking Makes Causal Language Models Better Zero-Shot Learners;[arxiv.Result.Author('Hao Liu'), arxiv.Result.Author('Xinyang Geng'), arxiv.Result.Author('Lisa Lee'), arxiv.Result.Author('Igor Mordatch'), arxiv.Result.Author('Sergey Levine'), arxiv.Result.Author('Sharan Narang'), arxiv.Result.Author('Pieter Abbeel')];"Large language models (LLM) trained using the next-token-prediction
objective, such as GPT3 and PaLM, have revolutionized natural language
processing in recent years by showing impressive zero-shot and few-shot
capabilities across a wide range of tasks. In this work, we propose a simple
technique that significantly boosts the performance of LLMs without adding
computational cost. Our key observation is that, by performing the next token
prediction task with randomly selected past tokens masked out, we can improve
the quality of the learned representations for downstream language
understanding tasks. We hypothesize that randomly masking past tokens prevents
over-attending to recent tokens and encourages attention to tokens in the
distant past. By randomly masking input tokens in the PaLM model, we show that
we can significantly improve 1B and 8B PaLM's zero-shot performance on the
SuperGLUE benchmark from 55.7 to 59.2 and from 61.6 to 64.0, respectively. Our
largest 8B model matches the score of PaLM with an average score of 64, despite
the fact that PaLM is trained on a much larger dataset (780B tokens) of
high-quality conversation and webpage data, while ours is trained on the
smaller C4 dataset (180B tokens). Experimental results show that our method
also improves PaLM's zero and few-shot performance on a diverse suite of tasks,
including commonsense reasoning, natural language inference and cloze
completion. Moreover, we show that our technique also helps representation
learning, significantly improving PaLM's finetuning results.";['cs.CL'];2022;[(1.6666666666666667, 'zero'), (1.6666666666666667, 'zero'), (1.0, 'work'), (4.0, 'wide range'), (4.0, 'webpage data')]
IDK-MRC: Unanswerable Questions for Indonesian Machine Reading Comprehension;[arxiv.Result.Author('Rifki Afina Putri'), arxiv.Result.Author('Alice Oh')];"Machine Reading Comprehension (MRC) has become one of the essential tasks in
Natural Language Understanding (NLU) as it is often included in several NLU
benchmarks (Liang et al., 2020; Wilie et al., 2020). However, most MRC datasets
only have answerable question type, overlooking the importance of unanswerable
questions. MRC models trained only on answerable questions will select the span
that is most likely to be the answer, even when the answer does not actually
exist in the given passage (Rajpurkar et al., 2018). This problem especially
remains in medium- to low-resource languages like Indonesian. Existing
Indonesian MRC datasets (Purwarianti et al., 2007; Clark et al., 2020) are
still inadequate because of the small size and limited question types, i.e.,
they only cover answerable questions. To fill this gap, we build a new
Indonesian MRC dataset called I(n)don'tKnow- MRC (IDK-MRC) by combining the
automatic and manual unanswerable question generation to minimize the cost of
manual dataset construction while maintaining the dataset quality. Combined
with the existing answerable questions, IDK-MRC consists of more than 10K
questions in total. Our analysis shows that our dataset significantly improves
the performance of Indonesian MRC models, showing a large improvement for
unanswerable questions.";['cs.CL'];2022;[(32.96666666666667, 'wilie et al ., 2020 ).'), (5.0, 'unanswerable questions'), (5.0, 'unanswerable questions'), (1.0, 'total'), (1.0, 'tknow')]
Referee: Reference-Free Sentence Summarization with Sharper Controllability through Symbolic Knowledge Distillation;[arxiv.Result.Author('Melanie Sclar'), arxiv.Result.Author('Peter West'), arxiv.Result.Author('Sachin Kumar'), arxiv.Result.Author('Yulia Tsvetkov'), arxiv.Result.Author('Yejin Choi')];"We present Referee, a novel framework for sentence summarization that can be
trained reference-free (i.e., requiring no gold summaries for supervision),
while allowing direct control for compression ratio. Our work is the first to
demonstrate that reference-free, controlled sentence summarization is feasible
via the conceptual framework of Symbolic Knowledge Distillation (West et al.,
2022), where latent knowledge in pre-trained language models is distilled via
explicit examples sampled from the teacher models, further purified with three
types of filters: length, fidelity, and Information Bottleneck. Moreover, we
uniquely propose iterative distillation of knowledge, where student models from
the previous iteration of distillation serve as teacher models in the next
iteration. Starting off from a relatively modest set of GPT3-generated
summaries, we demonstrate how iterative knowledge distillation can lead to
considerably smaller, but better summarizers with sharper controllability. A
useful by-product of this iterative distillation process is a high-quality
dataset of sentence-summary pairs with varying degrees of compression ratios.
Empirical results demonstrate that the final student models vastly outperform
the much larger GPT3-Instruct model in terms of the controllability of
compression ratios, without compromising the quality of resulting
summarization.";['cs.CL', 'cs.AI', 'cs.LG'];2022;[(1.0, 'work'), (4.0, 'without compromising'), (32.5, 'west et al ., 2022 ),'), (4.0, 'varying degrees'), (1.0, 'useful')]
EW-Tune: A Framework for Privately Fine-Tuning Large Language Models with Differential Privacy;[arxiv.Result.Author('Rouzbeh Behnia'), arxiv.Result.Author('Mohamamdreza Ebrahimi'), arxiv.Result.Author('Jason Pacheco'), arxiv.Result.Author('balaji Padmanabhan')];"Pre-trained Large Language Models (LLMs) are an integral part of modern AI
that have led to breakthrough performances in complex AI tasks. Major AI
companies with expensive infrastructures are able to develop and train these
large models with billions and millions of parameters from scratch. Third
parties, researchers, and practitioners are increasingly adopting these
pre-trained models and fine-tuning them on their private data to accomplish
their downstream AI tasks. However, it has been shown that an adversary can
extract/reconstruct the exact training samples from these LLMs, which can lead
to revealing personally identifiable information. The issue has raised deep
concerns about the privacy of LLMs. Differential privacy (DP) provides a
rigorous framework that allows adding noise in the process of training or
fine-tuning LLMs such that extracting the training data becomes infeasible
(i.e., with a cryptographically small success probability). While the
theoretical privacy guarantees offered in most extant studies assume learning
models from scratch through many training iterations in an asymptotic setting,
this assumption does not hold in fine-tuning scenarios in which the number of
training iterations is significantly smaller. To address the gap, we present
\ewtune, a DP framework for fine-tuning LLMs based on Edgeworth accountant with
finite-sample privacy guarantees. Our results across four well-established
natural language understanding (NLU) tasks show that while \ewtune~adds privacy
guarantees to LLM fine-tuning process, it directly contributes to decreasing
the induced noise to up to 5.6\% and improves the state-of-the-art LLMs
performance by up to 1.1\% across all NLU tasks. We have open-sourced our
implementations for wide adoption and public testing purposes.";['cs.CR', 'cs.CL'];2022;[(4.0, 'wide adoption'), (4.0, 'tuning scenarios'), (3.5, 'tuning process'), (6.833333333333333, 'tuning llms based'), (3.833333333333333, 'tuning llms')]
Token-level Sequence Labeling for Spoken Language Understanding using Compositional End-to-End Models;[arxiv.Result.Author('Siddhant Arora'), arxiv.Result.Author('Siddharth Dalmia'), arxiv.Result.Author('Brian Yan'), arxiv.Result.Author('Florian Metze'), arxiv.Result.Author('Alan W Black'), arxiv.Result.Author('Shinji Watanabe')];"End-to-end spoken language understanding (SLU) systems are gaining popularity
over cascaded approaches due to their simplicity and ability to avoid error
propagation. However, these systems model sequence labeling as a sequence
prediction task causing a divergence from its well-established token-level
tagging formulation. We build compositional end-to-end SLU systems that
explicitly separate the added complexity of recognizing spoken mentions in SLU
from the NLU task of sequence labeling. By relying on intermediate decoders
trained for ASR, our end-to-end systems transform the input modality from
speech to token-level representations that can be used in the traditional
sequence labeling framework. This composition of ASR and NLU formulations in
our end-to-end SLU system offers direct compatibility with pre-trained ASR and
NLU systems, allows performance monitoring of individual components and enables
the use of globally normalized losses like CRF, making them attractive in
practical scenarios. Our models outperform both cascaded and direct end-to-end
models on a labeling task of named entity recognition across SLU benchmarks.";['cs.CL', 'cs.SD', 'eess.AS'];2022;[(1.0, 'well'), (1.0, 'used'), (1.0, 'use'), (3.833333333333333, 'trained asr'), (14.5, 'traditional sequence labeling framework')]
Debiasing Masks: A New Framework for Shortcut Mitigation in NLU;[arxiv.Result.Author('Johannes Mario Meissner'), arxiv.Result.Author('Saku Sugawara'), arxiv.Result.Author('Akiko Aizawa')];"Debiasing language models from unwanted behaviors in Natural Language
Understanding tasks is a topic with rapidly increasing interest in the NLP
community. Spurious statistical correlations in the data allow models to
perform shortcuts and avoid uncovering more advanced and desirable linguistic
features. A multitude of effective debiasing approaches has been proposed, but
flexibility remains a major issue. For the most part, models must be retrained
to find a new set of weights with debiased behavior. We propose a new debiasing
method in which we identify debiased pruning masks that can be applied to a
finetuned model. This enables the selective and conditional application of
debiasing behaviors. We assume that bias is caused by a certain subset of
weights in the network; our method is, in essence, a mask search to identify
and remove biased weights. Our masks show equivalent or superior performance to
the standard counterparts, while offering important benefits. Pruning masks can
be stored with high efficiency in memory, and it becomes possible to switch
among several debiasing behaviors (or revert back to the original biased model)
at inference time. Finally, it opens the doors to further research on how
biases are acquired by studying the generated masks. For example, we observed
that the early layers and attention heads were pruned more aggressively,
possibly hinting towards the location in which biases may be encoded.";['cs.CL'];2022;[(1.6666666666666667, 'weights'), (1.6666666666666667, 'weights'), (5.0, 'unwanted behaviors'), (1.0, 'topic'), (21.2, 'switch among several debiasing behaviors')]
